hash_inn,y,probability
14863,12,0.26861936
57498,12,0.30630547
1297,34,0.27487528
33423,12,0.39956638
107686,12,0.22102715
139161,12,0.22102715
18628,12,0.23904862
230428,12,0.31583464
212690,12,0.31347188
83405,12,0.32197216
94362,12,0.36350262
66847,12,0.2833395
189982,12,0.2833395
43232,14,0.21312964
93096,14,0.28047732
241203,14,0.32701087
32991,14,0.15553994
144438,14,0.21312964
40620,14,0.21312964
158301,14,0.15553994
73556,14,0.21312964
84660,34,0.1967753
164107,12,0.24463278
163679,12,0.23718297
31769,12,0.22171503
196630,12,0.2629915
21901,14,0.21312964
252195,12,0.27956662
220755,12,0.18427578
189686,14,0.21312964
259532,12,0.14164355
138362,12,0.26069322
7111,54,0.25362962
26317,12,0.35913855
106657,12,0.44798285
100001,12,0.6653632
117095,12,0.35020924
182697,12,0.23219219
252548,12,0.23219219
179583,12,0.31809136
145322,12,0.39312926
222088,61,0.1960164
247815,12,0.2809596
99171,34,0.16768527
38467,12,0.21951091
236838,14,0.19948561
188353,12,0.15601404
78523,34,0.16768527
71320,12,0.26540264
235289,12,0.3227202
40844,12,0.21193203
67710,12,0.16297495
51167,12,0.26541212
216059,12,0.17497277
128035,12,0.55180043
130925,34,0.16768527
152461,12,0.19818021
167334,12,0.23872314
241214,12,0.30030414
174873,12,0.26178336
114283,12,0.20504658
110145,14,0.28350216
231990,12,0.19855607
258343,14,0.29203105
94288,12,0.52512026
181798,12,0.48753166
180463,34,0.16768527
1350,12,0.34619844
218547,12,0.30265734
219981,12,0.17309518
216783,12,0.2797684
44819,12,0.49597883
26032,12,0.17900066
83075,12,0.27616775
22107,12,0.34879634
5550,12,0.5853886
3236,12,0.36527488
71593,12,0.4175103
106903,12,0.33332595
54923,12,0.4906755
65343,12,0.37212342
174954,12,0.33030143
67793,12,0.29893234
42662,12,0.31856462
1581,14,0.4672807
17161,12,0.2533111
171719,12,0.3840869
196877,34,0.1598032
234132,12,0.2901631
126790,14,0.1567061
169584,34,0.28223658
78676,14,0.1940459
146177,14,0.43238142
194725,12,0.39600882
218147,34,0.1598032
102558,34,0.1598032
192606,12,0.22460733
126177,12,0.35078686
229899,34,0.1598032
82032,12,0.28795075
205326,14,0.17558685
163133,12,0.2834379
23096,12,0.27915528
221708,14,0.24121848
119319,12,0.33918828
232681,12,0.9303661
230910,12,0.17809229
162998,34,0.1598032
93971,34,0.1598032
244771,14,0.28707623
218704,34,0.1598032
172292,12,0.5549404
78852,14,0.5972777
110861,12,0.21027876
149273,34,0.1598032
82488,12,0.356161
219017,12,0.26510373
4253,14,0.32174638
6612,12,0.30436495
178486,12,0.22708768
126487,34,0.1598032
49140,12,0.1868324
14733,12,0.23811056
72145,12,0.26500815
52217,12,0.16915677
119812,12,0.19984941
141536,12,0.4611011
211146,12,0.49861285
646,14,0.5356797
251441,14,0.16297908
151994,14,0.18478583
82072,53,0.27554205
137020,12,0.38597754
219381,12,0.38597754
160382,12,0.38597754
98606,12,0.38597754
87065,12,0.38597754
15516,12,0.38597754
58454,12,0.30288428
189883,39,0.3375192
189896,12,0.26054314
4056,12,0.26054314
5159,12,0.26054314
166371,12,0.37298736
54416,12,0.24810378
209512,12,0.27921697
41172,12,0.30405527
105240,12,0.3243688
197893,12,0.3243688
2522,12,0.3243688
140222,12,0.3243688
246245,12,0.3137802
20488,12,0.3738921
58429,12,0.6806737
9898,12,0.45865434
21280,12,0.32265624
170274,12,0.32265624
216735,12,0.22505036
137639,12,0.25292358
80803,12,0.22809774
241482,12,0.28775367
21789,12,0.409726
239484,12,0.28775367
202259,12,0.40694702
6344,12,0.33717182
36668,12,0.22559234
258329,12,0.34699446
136919,12,0.2959463
250627,12,0.4627965
209844,4,0.40229154
237362,12,0.26929107
363,12,0.27611643
117999,12,0.27611643
230633,12,0.38780737
180697,12,0.20639344
148952,12,0.3470329
33330,12,0.3470329
117729,12,0.3470329
27016,12,0.52202934
11767,12,0.4155188
188067,12,0.54121953
53284,12,0.5210154
250362,12,0.3470329
219363,12,0.3470329
35490,12,0.3470329
1518,12,0.53685737
38594,12,0.4359249
200097,12,0.38411123
185107,12,0.3966071
171480,12,0.36084682
79696,12,0.37035722
5795,12,0.22993429
101351,12,0.24371718
84584,12,0.2605016
248306,12,0.3659827
144681,12,0.31001952
202543,12,0.2898075
232608,12,0.2898075
128990,12,0.2898075
203766,12,0.2898075
223724,12,0.24592341
94775,12,0.18921867
30628,12,0.18921867
162530,12,0.44978017
101809,12,0.17940642
8601,12,0.18921867
179508,12,0.3732404
113012,12,0.3732404
199952,12,0.36832634
11176,12,0.36069363
111407,12,0.3732404
245755,12,0.3732404
147511,12,0.37657744
22482,12,0.36293763
173750,12,0.3732404
108756,12,0.31560215
152663,12,0.37032926
122406,12,0.2614986
24239,12,0.33884674
40708,12,0.2614986
187777,12,0.2614986
219016,12,0.30856547
8085,12,0.39289817
256782,12,0.43035612
242391,12,0.6940993
154161,12,0.35996884
3161,12,0.30856547
162200,12,0.30856547
160295,12,0.37622225
193861,12,0.4163248
107730,12,0.30856547
151145,12,0.48791027
73758,12,0.58007467
99587,12,0.5235908
102495,12,0.7318458
67514,12,0.30856547
250366,12,0.3824324
60786,12,0.30856547
3939,12,0.30856547
112918,12,0.5465463
254870,12,0.43069082
201761,12,0.47971955
243327,12,0.30856547
74389,12,0.49590188
46409,12,0.30856547
149094,12,0.39538833
55879,12,0.46219203
64528,12,0.30856547
203902,12,0.30856547
204594,12,0.30856547
112111,12,0.5210472
249670,12,0.5106481
26502,12,0.30856547
197671,22,0.41779917
46584,12,0.30856547
66396,12,0.30856547
15186,12,0.45084074
155510,12,0.3974863
118019,12,0.30856547
198182,12,0.39750803
221078,12,0.6228921
99533,12,0.30856547
66786,12,0.5908831
39436,12,0.46683368
13825,12,0.747059
236689,12,0.30856547
202566,12,0.69019026
43084,12,0.30856547
248996,12,0.503883
32896,12,0.42555025
210026,12,0.44571567
41465,12,0.41192552
208265,12,0.6197061
94228,12,0.41290563
113070,12,0.46425542
33416,12,0.71467537
15671,12,0.4568125
95304,12,0.48288086
27680,12,0.49327767
47532,12,0.30856547
169091,12,0.5033805
21636,12,0.30856547
238130,12,0.30856547
68526,12,0.5692064
60389,12,0.58760345
216721,12,0.39585748
121618,12,0.3868608
5010,12,0.44785872
171912,12,0.34775603
237046,12,0.34775603
47818,12,0.4436653
72200,12,0.33157286
236668,12,0.40404135
12008,12,0.6100683
121841,59,0.25658247
211413,12,0.38067493
179984,12,0.69646144
42074,12,0.4619713
250942,12,0.24260892
75094,12,0.34775603
155736,12,0.24992114
2264,34,0.13993455
242126,12,0.30143973
249937,12,0.5023962
181148,12,0.33467078
1511,12,0.223043
200351,12,0.223043
258692,12,0.223043
35537,12,0.2716413
188642,34,0.15386808
148406,12,0.43538374
189305,12,0.39126167
163477,12,0.27875793
206640,12,0.223043
45029,12,0.2867884
125129,34,0.24287646
19696,12,0.20881689
173963,34,0.21280125
134111,34,0.1846902
131913,14,0.4275833
125791,14,0.23481146
227868,34,0.23850676
30206,52,0.105048895
170276,14,0.2976328
59577,12,0.19132063
34226,34,0.13718505
40477,12,0.20255776
157416,14,0.14069943
56822,12,0.35773218
95324,12,0.16804335
204873,34,0.13718505
84050,12,0.27204025
48423,12,0.20155528
132683,12,0.18617119
39870,12,0.1663283
255401,14,0.29773864
13303,14,0.20268922
51410,12,0.37842745
42468,34,0.13718505
138677,12,0.20957363
190032,34,0.13718505
70442,34,0.13718505
181975,12,0.17761171
21047,12,0.21963325
152011,12,0.20310946
135886,12,0.26725104
42016,12,0.19668566
150628,12,0.26541758
23552,12,0.17866664
189218,34,0.13718505
161781,12,0.17580442
30010,14,0.2515246
66109,34,0.13718505
80473,12,0.24622186
161788,12,0.5198336
42574,12,0.31967232
159130,12,0.23223408
25310,14,0.2071412
9382,12,0.2219632
118094,12,0.20236397
176614,12,0.19340667
76395,12,0.14313783
171542,14,0.39794287
135805,12,0.18598478
163861,12,0.3182622
107658,12,0.20061608
145271,34,0.13718505
131874,34,0.13718505
245127,12,0.15800083
39053,12,0.2920618
22214,12,0.19523105
73211,14,0.14727047
220890,12,0.16035937
142320,12,0.16973124
45243,12,0.15739226
176055,34,0.29730302
47074,12,0.3537719
5432,34,0.2875389
105020,14,0.37373686
190986,34,0.13718505
159778,52,0.2959667
90291,12,0.27195674
134704,12,0.29115495
136755,12,0.1481058
87284,12,0.27195674
160007,12,0.3933677
130426,12,0.27195674
71712,12,0.27195674
207075,12,0.27195674
181383,12,0.27195674
225983,12,0.27195674
186570,12,0.18411009
64289,52,0.17198819
80992,55,0.12594435
17042,12,0.39244998
156462,12,0.25024197
48122,34,0.1609927
73359,14,0.22781843
31852,12,0.16820404
50284,14,0.22339149
63003,12,0.17014912
48240,34,0.1609927
215423,12,0.29989535
114307,12,0.35984623
146611,12,0.23511355
108835,12,0.30963346
32468,12,0.31171766
170435,12,0.54585207
250900,12,0.45320362
123046,12,0.2724908
71278,12,0.36948317
137078,12,0.26861936
22313,12,0.26861936
209729,12,0.26861936
115826,12,0.26861936
253194,12,0.3771528
44216,12,0.3771528
213000,12,0.3771528
230983,12,0.35820213
224920,12,0.24844596
232050,12,0.4010439
72213,12,0.459356
141198,12,0.22102715
92720,12,0.22102715
234177,12,0.23765464
241103,12,0.31583464
42688,12,0.31347188
254335,12,0.38543332
87815,12,0.31347188
105035,12,0.31347188
133377,12,0.38040286
252754,14,0.3086223
11986,14,0.21312964
83136,34,0.12416435
248189,14,0.21312964
57713,14,0.21312964
14394,14,0.24197666
36998,12,0.1734332
113691,12,0.2297285
189023,14,0.21312964
123239,12,0.19264486
186924,14,0.21312964
64465,14,0.14738244
141097,12,0.1213829
39210,14,0.40928012
42369,54,0.13071814
149370,12,0.37553683
76243,12,0.37553683
117175,12,0.37553683
38989,12,0.26069322
73836,12,0.26069322
145993,12,0.5527272
166605,12,0.35020924
29870,12,0.3968168
112712,12,0.35020924
31060,12,0.35020924
120997,12,0.35020924
92242,12,0.31660083
115834,12,0.43140778
47424,12,0.23219219
99327,12,0.3003102
246885,12,0.40383682
38826,12,0.3282511
6248,12,0.3282511
53978,12,0.21954829
233896,12,0.28470942
169577,34,0.16768527
206463,12,0.24145277
68352,12,0.22737905
105637,12,0.18116441
4244,12,0.39059484
141244,34,0.16768527
181534,34,0.16768527
144379,34,0.16768527
238069,34,0.16768527
61402,12,0.23881562
32784,12,0.22788255
18647,12,0.1926398
152322,34,0.16768527
221612,12,0.19956286
28480,34,0.16768527
858,12,0.2563885
113743,12,0.17094727
215831,12,0.2704303
258142,34,0.16768527
137716,12,0.16698994
114811,12,0.26953325
70219,12,0.2214705
226975,12,0.70542186
202596,12,0.224075
217651,12,0.29116046
253720,12,0.2707547
152303,12,0.24897438
156468,12,0.32477924
199566,12,0.18177469
120554,12,0.18177469
234780,12,0.18177469
43164,12,0.18177469
20269,12,0.3786826
206054,12,0.41207743
127379,12,0.18177469
239526,12,0.18177469
3616,12,0.28043616
215482,12,0.18177469
133248,12,0.32272127
185390,12,0.54988855
89701,14,0.35870335
115779,14,0.38108024
245347,34,0.1598032
258825,34,0.1598032
245676,34,0.1598032
122412,12,0.19689736
7546,34,0.1598032
197566,14,0.40897542
24867,34,0.1598032
217639,34,0.13641547
202435,12,0.16459917
40519,14,0.68043035
42534,12,0.3708984
44609,12,0.20419182
97976,12,0.24374676
163898,12,0.41147128
145670,12,0.2713062
207707,54,0.29833367
127315,12,0.25823212
38410,12,0.2739579
139670,12,0.16740786
240848,12,0.26339313
31196,12,0.2031769
138731,34,0.1598032
196098,12,0.38299578
163171,8,0.23784728
199236,34,0.1598032
29292,12,0.13690226
137883,34,0.1598032
85963,34,0.1598032
46760,34,0.1598032
116740,34,0.1598032
74839,12,0.5886434
152615,14,0.3683991
52902,14,0.15198186
167242,14,0.5867341
76068,12,0.28568003
81136,12,0.18180288
164901,34,0.1598032
164528,12,0.32808647
62889,12,0.31386396
121102,14,0.262139
246102,12,0.3261925
208893,12,0.26403442
30518,14,0.35708582
227347,12,0.18573557
193185,12,0.22327912
12889,34,0.1598032
135803,12,0.389939
138016,14,0.40645373
71456,12,0.21943629
35697,12,0.33277434
119552,12,0.22720806
26552,12,0.38597754
126611,12,0.42182425
70187,12,0.30288428
28331,12,0.30288428
35028,12,0.4426274
19832,12,0.3467252
36595,12,0.26054314
219443,12,0.31072846
154399,12,0.26054314
85589,12,0.32166135
237381,12,0.23484352
45434,61,0.25863376
52676,12,0.30410105
91850,12,0.39561743
229752,12,0.35427684
145246,12,0.3842013
154628,12,0.3243688
157666,12,0.3243688
67428,12,0.3243688
46592,12,0.3243688
157559,12,0.3243688
88633,12,0.24750784
120574,12,0.141312
9931,12,0.38228303
228218,12,0.4036574
241158,12,0.5865952
175019,12,0.32265624
112542,12,0.32265624
73907,12,0.24082871
81288,12,0.32008815
11847,12,0.28775367
119589,12,0.28775367
227588,14,0.19858034
14190,12,0.28775367
136292,12,0.31159592
127716,12,0.36677283
94069,12,0.28775367
9637,12,0.3721146
196049,12,0.28775367
30123,12,0.28775367
70141,12,0.27611643
165480,12,0.27611643
225056,12,0.2587006
85515,12,0.6852059
104142,12,0.33585006
220474,12,0.29867065
28632,12,0.27611643
8942,12,0.27611643
82333,12,0.3470329
112730,12,0.6831486
160926,12,0.5206188
99321,12,0.3470329
75733,12,0.3470329
183030,12,0.36271074
37126,12,0.47230095
134133,12,0.4686843
161351,12,0.3470329
148683,12,0.3470329
42532,12,0.38411123
42030,12,0.2887961
231800,12,0.24896885
141458,12,0.3494555
184892,12,0.3494555
161796,12,0.2898075
180419,12,0.2841115
159677,12,0.24592341
120318,12,0.37745026
233784,12,0.24592341
124687,12,0.24592341
84043,12,0.24592341
105554,12,0.44171274
117718,12,0.18921867
216380,12,0.29963195
143682,12,0.2700399
247748,12,0.32392424
255976,12,0.3732404
32834,12,0.3732404
70946,12,0.3732404
123971,12,0.3732404
95229,12,0.3732404
176002,12,0.2614986
116528,12,0.2614986
120175,12,0.2614986
214253,12,0.30856547
150455,12,0.6126915
214978,12,0.62342817
98274,12,0.30856547
91615,12,0.30856547
184546,12,0.64019215
51328,12,0.43606782
194532,12,0.30856547
181847,12,0.57795227
256932,12,0.40600625
189368,12,0.30856547
70947,12,0.5935862
149641,12,0.4141063
13387,12,0.4960186
84338,12,0.54465884
98130,12,0.53890866
207502,12,0.30856547
213815,12,0.63922435
472,12,0.49299103
182674,12,0.6364704
94974,12,0.5135208
6667,12,0.48975936
226825,12,0.5447916
90631,12,0.49371564
179504,12,0.3869938
196965,12,0.46158376
12972,12,0.42336464
217144,12,0.30856547
148033,20,0.24803476
53662,12,0.49396276
174133,12,0.51577383
223810,12,0.4178747
128251,12,0.4892507
167785,12,0.49398515
62348,12,0.5148765
223874,12,0.39243764
149011,12,0.4046206
84563,12,0.30856547
247558,12,0.45002586
39317,12,0.50971526
88173,12,0.30856547
174517,12,0.5197946
235284,12,0.5012672
123361,12,0.30856547
250445,12,0.30856547
86300,12,0.34908277
157257,12,0.7299898
6914,12,0.42311996
18725,12,0.6011762
34112,12,0.43409383
23554,12,0.4644665
158765,12,0.34775603
169886,12,0.28981948
66224,12,0.34775603
6998,12,0.34775603
83227,12,0.34775603
247110,12,0.42310238
71530,12,0.39381233
144998,12,0.34775603
142325,12,0.34775603
107013,12,0.3766485
202841,12,0.46631485
13565,12,0.31704035
21204,12,0.34775603
192870,12,0.44946402
141211,12,0.45871457
117544,12,0.4857618
199819,12,0.34775603
17424,12,0.56799567
188464,20,0.61654085
99101,12,0.34775603
235524,9,0.72782755
259663,12,0.43964383
20751,4,0.10996063
44918,14,0.20476933
256995,12,0.29677367
72017,12,0.223043
1485,12,0.223043
50322,12,0.31108704
138500,12,0.49922675
73663,12,0.33535603
70449,12,0.26956335
54397,12,0.26408783
205081,12,0.2790742
67781,34,0.24287646
117264,34,0.152485
97697,32,0.25393265
138224,12,0.37333924
121213,52,0.1593897
126884,12,0.18584995
223522,12,0.26938117
186325,12,0.23844889
21728,55,0.19473943
251424,34,0.23850676
35169,12,0.13108113
22211,34,0.2289038
76070,12,0.31450418
99617,12,0.19222856
22071,12,0.20901613
14515,12,0.42144233
182303,14,0.23803523
59498,34,0.13718505
205922,14,0.48357648
1494,12,0.18066297
35629,12,0.25913456
5350,12,0.18207292
58265,12,0.27250558
126900,12,0.2068538
3039,12,0.19404514
165393,12,0.31322005
192665,12,0.15619728
192326,12,0.3933596
75843,34,0.13718505
8412,34,0.13718505
45489,12,0.21747524
141611,12,0.29491463
180404,12,0.27008635
184820,34,0.13718505
93312,12,0.18413399
186499,34,0.13718505
72994,14,0.27793115
89982,12,0.19760998
229619,34,0.13718505
42018,12,0.14474787
138869,12,0.24626496
214950,12,0.19931659
191524,12,0.26256505
49713,14,0.3487587
249192,12,0.34588468
218405,52,0.18923382
218206,34,0.13718505
247833,14,0.18105453
134294,14,0.12450355
216328,12,0.25089
99978,14,0.28604716
82880,34,0.13718505
29527,34,0.13718505
254138,14,0.20541836
247249,14,0.32330012
107908,34,0.13718505
160970,12,0.27888045
233728,14,0.20483598
180385,14,0.30233812
225118,34,0.13718505
46001,12,0.22050704
247282,14,0.27982515
192403,34,0.17323083
196902,12,0.26693422
90324,12,0.20699349
10396,52,0.14209987
223374,12,0.18560922
253044,12,0.25774407
106861,12,0.27195674
126190,12,0.3371819
78040,12,0.37070265
116452,12,0.41853088
13802,12,0.32070693
174678,12,0.45170343
7904,12,0.27195674
150091,12,0.267286
196283,14,0.47144142
107945,12,0.2439214
137394,12,0.19125275
44486,34,0.14123313
82684,34,0.1609927
257116,34,0.1609927
23796,34,0.1609927
34706,12,0.28895226
226803,46,0.23293833
251418,34,0.1609927
4192,12,0.18108693
54552,12,0.22434846
149319,12,0.21654575
186735,12,0.3793962
189992,12,0.39280692
88649,12,0.26861936
57749,12,0.26861936
58089,12,0.26861936
193737,12,0.25880858
151696,12,0.43386042
228122,12,0.22720316
180726,12,0.34930584
232718,34,0.27487528
24157,34,0.27487528
113239,34,0.27487528
123724,12,0.3457663
126670,12,0.39956638
33347,4,0.10525932
115522,12,0.31583464
257732,12,0.31347188
241978,12,0.31347188
85296,12,0.31347188
117166,12,0.31347188
178029,12,0.38649228
141674,12,0.27423075
235514,14,0.21312964
166617,14,0.21312964
255553,14,0.34717584
74323,14,0.2524267
206597,34,0.14491634
255089,12,0.27158272
171440,14,0.2113163
19218,12,0.23888221
256071,14,0.21312964
58069,14,0.21312964
100786,14,0.15553994
221863,34,0.27459285
198043,12,0.29566476
98473,14,0.21312964
50226,14,0.25036037
240076,12,0.25659713
141985,14,0.19664328
132287,12,0.15282679
93996,12,0.270256
183158,14,0.21312964
202537,12,0.37553683
223642,12,0.37553683
220639,12,0.26069322
115885,12,0.35020924
259178,12,0.562639
206558,12,0.35020924
74799,12,0.25959674
234441,12,0.23309049
112546,12,0.23410562
239423,12,0.3282511
187197,12,0.2114582
162146,12,0.3282511
58171,12,0.21954829
118248,12,0.27872416
42134,12,0.2809596
36830,12,0.2809596
230629,12,0.2809596
170133,14,0.23747875
167571,34,0.16768527
184227,12,0.29185867
166826,14,0.39592496
154876,12,0.23476143
92767,14,0.29863417
18453,26,0.3052174
173758,34,0.16768527
238427,12,0.24006902
73823,34,0.16768527
14475,12,0.2650242
237391,12,0.20166922
129575,12,0.20138954
114279,12,0.24081324
67184,34,0.16768527
18600,12,0.2744062
112770,12,0.2130851
215009,12,0.22796884
119910,12,0.32062644
144206,12,0.28940684
102856,12,0.5066507
173035,12,0.25292075
14036,12,0.18177469
168220,12,0.18177469
25626,12,0.18177469
59860,12,0.18177469
143843,12,0.5277173
214955,12,0.5805128
114751,12,0.61166143
112821,12,0.40023613
117389,12,0.3821033
72150,12,0.23547022
240426,12,0.30891898
106135,12,0.42028525
11885,12,0.26100835
176009,12,0.26100835
52820,12,0.26100835
58107,12,0.2082649
198867,34,0.1598032
213610,34,0.1598032
247974,12,0.21429965
5024,14,0.15701286
68939,34,0.1598032
170412,34,0.1598032
186121,34,0.1598032
190808,54,0.1641364
43537,12,0.33100024
152223,34,0.1598032
138703,12,0.23202696
184499,12,0.29880884
106866,4,0.32886553
162022,14,0.22078787
101713,12,0.36563864
154784,34,0.1598032
131260,12,0.34640777
223047,12,0.2920327
147316,12,0.49616
165560,34,0.1598032
258895,14,0.23973627
181505,12,0.15551262
191865,12,0.271992
79310,12,0.14402533
143755,14,0.25515437
29423,34,0.1598032
224369,12,0.16050315
155026,12,0.4064077
177695,12,0.25323156
223371,12,0.20853487
33412,52,0.3527541
9363,12,0.17166671
32702,12,0.17376764
223883,12,0.2759605
7223,12,0.44210047
224354,12,0.25849605
258101,34,0.1616655
98209,12,0.5551013
23140,12,0.2641055
117600,12,0.24180177
241039,12,0.2865003
169436,34,0.1598032
95604,12,0.21484792
134523,12,0.27938786
253950,12,0.19722888
21877,12,0.38597754
39701,12,0.38597754
86143,12,0.32715875
143978,12,0.4143968
250213,12,0.38597754
50589,12,0.38597754
106572,12,0.38597754
188598,12,0.38597754
126922,12,0.38597754
49420,12,0.38597754
231290,12,0.29565004
37493,12,0.38597754
70977,12,0.32179254
30157,12,0.26370856
173259,12,0.24810378
24115,12,0.27921697
76362,12,0.27921697
123666,12,0.38651025
182692,12,0.37951782
174557,12,0.32265624
218891,12,0.3528238
26889,12,0.45884725
92999,12,0.3489402
244033,12,0.32265624
196668,12,0.6031725
150242,12,0.32265624
61183,12,0.22933695
218871,12,0.2027447
224256,12,0.2671877
55749,12,0.42290384
110055,12,0.28775367
212349,12,0.36541247
210186,12,0.28775367
163762,12,0.28775367
169798,12,0.28775367
107976,12,0.35573536
227885,12,0.28775367
12463,12,0.2999724
98171,12,0.36677283
38302,12,0.40744698
258567,12,0.28775367
219990,12,0.4566389
232291,12,0.27611643
244835,12,0.36913654
169106,12,0.30979276
212443,12,0.4958013
59974,12,0.40072703
61104,12,0.3470329
57647,12,0.3470329
171332,12,0.58827275
161997,12,0.49279946
103275,12,0.3470329
251273,12,0.3470329
182444,12,0.5250618
103129,12,0.43200606
259012,12,0.43922675
106051,12,0.24896885
208246,12,0.22993429
92581,12,0.29983106
134890,12,0.36520043
228477,12,0.24592341
19879,12,0.39156803
125834,12,0.18921867
225180,12,0.13743964
186823,12,0.18921867
226379,12,0.21413372
255090,12,0.308599
189907,12,0.3732404
34501,12,0.3732404
204064,12,0.3732404
174025,12,0.42088687
121624,12,0.28947374
125371,12,0.2614986
218635,34,0.30781266
91926,12,0.22685765
178835,12,0.2614986
111642,12,0.59311604
181701,12,0.30856547
92789,12,0.40598983
124276,12,0.48862258
223611,12,0.48975936
240548,12,0.46664372
159391,12,0.6768734
20796,12,0.464461
225755,12,0.41891664
24319,12,0.42296818
153301,12,0.5923836
174776,12,0.43001294
27550,12,0.39750803
26802,12,0.39461192
34575,12,0.43633914
218059,12,0.39984214
67918,12,0.65283006
192512,12,0.5375652
184129,12,0.51201516
85106,12,0.45725045
60175,12,0.5813337
135548,12,0.33099142
208574,12,0.544566
224167,12,0.3768214
101450,12,0.512876
52456,12,0.48530596
53796,12,0.52645445
230281,12,0.51260704
59362,12,0.5905936
169899,12,0.30856547
248913,12,0.30856547
87043,12,0.40848315
217233,12,0.4922275
50454,12,0.40823838
161487,12,0.30856547
186163,12,0.41567308
62935,12,0.30856547
68742,12,0.34265676
243286,12,0.7045446
24797,12,0.69425434
156896,12,0.5640383
51483,12,0.50831544
70711,12,0.68954146
89355,12,0.6584075
232910,12,0.491165
75868,12,0.47630152
196350,12,0.30856547
38936,12,0.38009295
127984,12,0.4106987
81985,12,0.52272564
189738,12,0.30856547
7231,12,0.70818
2734,14,0.11747712
143194,12,0.54639304
83715,12,0.49844226
77055,12,0.3688718
181568,12,0.6194603
211194,12,0.3778264
136968,12,0.4810491
99581,12,0.30856547
50823,12,0.30856547
193613,12,0.5200252
237757,12,0.67002237
59612,12,0.30856547
106469,12,0.34775603
65311,12,0.34775603
180738,12,0.54791117
156135,12,0.4520044
103508,12,0.45222715
23761,12,0.39793503
57754,12,0.49125388
17553,12,0.34775603
47486,12,0.42451757
51898,12,0.34775603
29673,12,0.46661514
160729,12,0.29508945
165777,12,0.34775603
228382,12,0.34775603
11124,12,0.34775603
195877,12,0.57505155
138717,12,0.5460176
190946,34,0.13445973
223281,34,0.13445973
258795,12,0.27811778
56395,12,0.36113656
149024,12,0.36113656
141747,12,0.36113656
255776,12,0.36113656
72175,12,0.223043
62785,12,0.42354757
117873,12,0.2881797
120891,12,0.223043
42841,12,0.223043
25520,12,0.2790742
1654,34,0.24287646
70889,78,0.13258076
174452,34,0.24287646
131213,12,0.19988547
27945,15,0.22092202
232456,12,0.11744721
4415,12,0.39804164
208540,34,0.29975224
163013,14,0.5113451
47016,12,0.27721977
29100,14,0.19452359
1252,14,0.50312567
127293,12,0.24083045
152933,34,0.14268494
134308,12,0.20361382
27912,12,0.24952279
233388,12,0.26524502
237396,34,0.23850676
154353,34,0.13718505
155940,12,0.3540341
128746,12,0.17483865
6188,12,0.2087096
51946,34,0.13718505
197013,12,0.47633696
165768,12,0.19195624
187722,34,0.13718505
85658,12,0.14775452
200516,12,0.1709443
182161,12,0.1781654
94318,12,0.18791164
35782,12,0.18605684
3871,12,0.1434185
2234,12,0.4203978
57614,14,0.2089698
197717,34,0.13718505
43777,34,0.13718505
212301,34,0.13718505
69743,14,0.18829793
214243,12,0.18824872
126192,46,0.31267032
150429,12,0.387307
3190,34,0.13718505
208884,14,0.20565087
242770,12,0.18500356
155291,14,0.272699
149791,14,0.33146366
53933,54,0.26750684
239162,12,0.14776847
114079,12,0.21548744
105996,12,0.18491171
180254,12,0.38252434
19613,12,0.1851189
111616,12,0.28023037
76192,12,0.19469154
167186,14,0.25880235
71860,34,0.13718505
134834,12,0.1740531
86552,12,0.18576215
221568,52,0.19999054
74562,14,0.1623446
48022,34,0.13718505
29236,54,0.30295974
152550,34,0.13718505
201065,12,0.33871254
258989,34,0.13718505
47445,52,0.20304254
180417,12,0.15676914
233342,12,0.12762757
144667,12,0.16705935
189516,12,0.1864305
218355,12,0.17092462
64730,12,0.34620917
155434,34,0.13718505
172860,12,0.18243386
33848,12,0.32296568
124979,12,0.42300382
229328,12,0.37009096
163152,14,0.26701725
65796,12,0.4414015
3913,12,0.40532088
172787,34,0.1609927
249092,52,0.18095814
98478,34,0.1609927
109247,34,0.1609927
256960,52,0.20935102
155304,12,0.10667296
12968,52,0.19182567
193456,34,0.1609927
139864,34,0.13498236
97675,12,0.13870773
151599,12,0.13788192
163878,34,0.1609927
117395,12,0.1607179
178120,52,0.18279584
207002,34,0.1385358
105511,12,0.1650028
156257,12,0.19931574
48133,14,0.18708085
20159,12,0.52654386
30642,12,0.30963346
256163,12,0.314675
57343,12,0.30963346
91065,12,0.28461233
122469,12,0.26861936
199356,12,0.46215436
47959,12,0.26861936
172773,12,0.3031806
186757,12,0.30998528
218607,12,0.34930584
55750,12,0.34930584
3767,34,0.27487528
244597,12,0.3267627
239762,12,0.35017318
5730,26,0.2012149
51017,12,0.24462223
203367,14,0.2698017
223173,14,0.21312964
128029,12,0.39568257
203788,34,0.16560742
13214,14,0.21312964
131654,14,0.21312964
259161,20,0.33968183
176950,14,0.32078224
46840,14,0.21312964
115507,34,0.2055208
84588,14,0.21312964
180753,14,0.21312964
183945,12,0.18889272
32835,14,0.21312964
77045,12,0.2594029
36630,12,0.18818249
74608,14,0.21312964
179832,14,0.21312964
62169,12,0.24427709
233686,12,0.22024818
47812,14,0.21312964
5235,14,0.22645672
53954,12,0.26069322
224712,12,0.35144216
59520,12,0.26069322
230903,12,0.26069322
28360,12,0.26069322
206794,12,0.5816192
48475,12,0.26069322
183566,62,0.12716927
177301,12,0.35020924
198211,12,0.57289916
35994,12,0.5811223
